region,name,style,area,orientation,elevator,floor,build_year,sign_time,total_price,unit_price,subway
鼓楼,锦江花苑,2室1厅,68.23平米,南 北 ," 有电梯",高楼层(共12层),2002年建板楼,2018.05.21,538,78851,
鼓楼,锦江花苑,3室2厅,143.48平米,南 北 ," 有电梯",高楼层(共14层),2002年建板楼,2018.03.23,642,44745,
鼓楼,锦江花苑,2室2厅,98.43平米,南 北 ," 有电梯",低楼层(共12层),2002年建板楼,2018.02.28,530,53846,
鼓楼,锦江花苑,2室1厅,68.23平米,南 北 ," 有电梯",低楼层(共12层),2002年建板楼,2016.09.29,322.8,47311,
鼓楼,锦江花苑,3室2厅,136.41平米,南 北 ," 有电梯",中楼层(共14层),2002年建板楼,2016.08.14,527,38634,
鼓楼,锦江花苑,3室2厅,138.75平米,南 北 ," 有电梯",低楼层(共14层),2002年建板楼,2016.05.06,500,36037,
鼓楼,锦江花苑,3室2厅,128.11平米,东 南 北 ," 无电梯",高楼层(共6层),2002年建板楼,2015.12.12,385,30053,
鼓楼,锦江花苑,3室2厅,106平米,南 北 ," 有电梯",低楼层(共12层),2002年建板楼,2015.12.05,324,30567,
鼓楼,锦江花苑,2室2厅,95.37平米,南 北 ," 无电梯",中楼层(共6层),2002年建板楼,2015.11.24,326,34183,
鼓楼,锦江花苑,3室2厅,96.52平米,南 ," 无电梯",高楼层(共6层),2002年建板楼,2015.11.20,325,33672,
鼓楼,锦江花苑,4室2厅,157.4平米,南 北 ," 无电梯",中楼层(共6层),2002年建板楼,2015.10.25,426,27065,
鼓楼,锦江花苑,2室1厅,68.23平米,南 ," 有电梯",高楼层(共12层),2002年建板楼,2015.10.19,231.5,33930,
鼓楼,锦江花苑,2室1厅,95.37平米,南 北 ," 无电梯",低楼层(共6层),2002年建板楼,2015.09.09,299.5,31405,
鼓楼,锦江花苑,2室1厅,68.1平米,南 ," 有电梯",中楼层(共12层),2002年建板楼,2015.08.08,220,32306,
鼓楼,锦江花苑,3室1厅,81.73平米,南 ," 有电梯",高楼层(共12层),2002年建板楼,2015.07.16,241,29488,
鼓楼,锦江花苑,2室1厅,75.81平米,南 北 ," 有电梯",高楼层(共12层),2002年建板楼,2015.06.30,233,30735,
鼓楼,锦江花苑,2室2厅,95.37平米,南 北 ," 无电梯",未知(共6层),2002年建板楼,2015.06.14,282,29570,
鼓楼,锦江花苑,2室1厅,72.25平米,南 北 ," 有电梯",高楼层(共12层),2002年建板楼,2014.02.12,226,31281,
鼓楼,锦江花苑,2室1厅,72.25平米,南 北 ," 有电梯",中楼层(共12层),2002年建板楼,2013.09.25,235,32526,
鼓楼,锦江花苑,2室1厅,95.37平米,南 北 ," 无电梯",中楼层(共6层),2002年建板楼,2013.03.13,262,27472,
鼓楼,锦江花苑,3室2厅,131.61平米,南 西 ," 有电梯",中楼层(共14层),2002年建板楼,2013.01.27,303,23023,
鼓楼,锦江花苑,2室2厅,95.37平米,南 北 ," 无电梯",未知(共6层),2002年建板楼,2012.10.16,0.1,3,
鼓楼,锦江花苑,2室2厅,98.43平米,南 北 ," 有电梯",中楼层(共12层),2002年建板楼,2012.08.06,200,20320,
鼓楼,盐仓桥东街小区,2室1厅,52.06平米,南 北 ," 无电梯",中楼层(共7层),1997年建板塔结合,2017.10.16,139,26700,
鼓楼,盐仓桥东街小区,2室1厅,65.74平米,南 ," 无电梯",高楼层(共7层),1997年建板塔结合,2017.04.08,143.8,21875,
鼓楼,盐仓桥东街小区,2室1厅,50.21平米,南 ," 无电梯",高楼层(共7层),1997年建板塔结合,2016.05.09,82,16332,
鼓楼,北京西路,2室0厅,43.64平米,南 北 ," 无电梯",低楼层(共7层),1995年建板楼,2015.03.06,84,19249,距4号线南艺·二师·草场门3米
鼓楼,北京西路79号,3室1厅,67.2平米,南 ," 无电梯",低楼层(共5层),1985年建板楼,2014.12.25,126,18750,距4号线南艺·二师·草场门354米
鼓楼,北京西路76号,3室1厅,66.4平米,东 南 北 ," 无电梯",中楼层(共6层),1980年建板楼,2014.12.15,134.2,20211,距4号线南艺·二师·草场门590米
鼓楼,北京西路,3室1厅,110.42平米,南 ," 无电梯",低楼层(共7层),1990年建板楼,2014.11.05,157,14219,距4号线云南路222米
鼓楼,安怀村,2室1厅,56.69平米,南 北 ," 无电梯",高楼层(共7层),1990年建板楼,2018.07.06,143,25225,距3号线小市569米
鼓楼,安怀村,2室2厅,62.64平米,南 北 ," 无电梯",中楼层(共7层),1990年建板楼,2018.01.14,152,24266,
鼓楼,安怀村,2室1厅,64.75平米,南 北 ," 无电梯",中楼层(共7层),1990年建板楼,2017.08.20,130,20078,距3号线小市498米
鼓楼,安怀村,2室1厅,67.84平米,南 北 ," 无电梯",高楼层(共7层),1990年建板塔结合,2017.04.25,145,21374,距3号线小市578米
鼓楼,水佐岗48巷3号,1室1厅,32.8平米,北 ," 无电梯",低楼层(共3层),板楼,2018.01.22,126,38415,
鼓楼,水佐岗48巷3号,2室1厅,60.67平米,东 西 ," 有电梯",中楼层(共7层),1999年建板楼,2017.06.06,171.5,28268,
鼓楼,水佐岗48巷3号,1室1厅,32.5平米,北 ," 无电梯",低楼层(共3层),1960年建板楼,2016.10.07,92,28308,
鼓楼,水佐岗48巷3号,2室1厅,57.21平米,南 北 ," 有电梯",低楼层(共7层),1999年建板楼,2016.09.26,149.8,26185,
鼓楼,水佐岗48巷3号,3室1厅,88.62平米,南 北 ," 无电梯",高楼层(共7层),1999年建板楼,2016.08.27,212,23923,
鼓楼,紫竹林28号,3室2厅,92.8平米,南 北 ," 无电梯",中楼层(共5层),2000年建板塔结合,2016.12.14,322,34699,
鼓楼,紫竹林28号,3室2厅,75.12平米,南 北 ," 无电梯",高楼层(共7层),2000年建板塔结合,2016.08.29,195.5,26026,
鼓楼,紫竹林28号,2室2厅,74.73平米,南 北 ," 无电梯",低楼层(共6层),2000年建板塔结合,2016.08.27,205,27433,
鼓楼,紫竹林28号,3室2厅,74.88平米,南 北 ," 无电梯",高楼层(共7层),2000年建板塔结合,2016.06.19,191.5,25575,
鼓楼,紫竹林28号,2室1厅,74.88平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2016.02.14,190,25374,
鼓楼,北京西路76号,3室1厅,62.75平米,南 北 ," 无电梯",高楼层(共6层),1980年建板楼,2018.05.26,219,34901,距4号线南艺·二师·草场门590米
鼓楼,北京西路,2室1厅,54.65平米,东 西 ," 无电梯",高楼层(共7层),1989年建板楼,2018.05.01,125,22873,距4号线南艺·二师·草场门143米
鼓楼,北京西路76号,2室1厅,62.85平米,南 ," 无电梯",低楼层(共6层),1980年建板楼,2017.09.24,208,33095,
鼓楼,北京西路10号,2室1厅,54.87平米,东 西 ," 无电梯",中楼层(共6层),1990年建板楼,2017.07.07,143,26062,距4号线云南路266米
鼓楼,北京西路10号,2室1厅,66.28平米,南 ," 无电梯",高楼层(共6层),1990年建板楼,2017.05.11,181,27309,
鼓楼,北京西路76号,3室1厅,68.58平米,南 北 ," 无电梯",低楼层(共6层),1980年建板楼,2017.03.13,220,32080,距4号线南艺·二师·草场门187米
鼓楼,北京西路,1室1厅,41.83平米,南 ," 无电梯",低楼层(共6层),1989年建板楼,2017.02.26,112.5,26895,
鼓楼,北京西路76号,2室1厅,59.25平米,南 ," 无电梯",中楼层(共6层),1995年建板楼,2017.01.08,179.5,30296,
鼓楼,北京西路79号,2室1厅,64.29平米,南 北 ," 无电梯",高楼层(共5层),1983年建板楼,2016.12.18,157,24421,距4号线南艺·二师·草场门276米
鼓楼,北京西路76号,2室1厅,59.25平米,南 ," 无电梯",低楼层(共6层),1995年建板楼,2016.11.24,163.5,27595,
鼓楼,北京西路76号,3室1厅,69.03平米,南 北 ," 无电梯",中楼层(共6层),1990年建板楼,2016.11.18,203.8,29524,距4号线南艺·二师·草场门534米
鼓楼,北京西路,2室0厅,44.33平米,南 北 ," 无电梯",低楼层(共6层),1995年建板楼,2016.09.20,106,23912,距4号线南艺·二师·草场门120米
鼓楼,北京西路76号,2室1厅,58.92平米,南 ," 无电梯",高楼层(共6层),1995年建板楼,2016.09.11,139.5,23677,距4号线南艺·二师·草场门147米
鼓楼,北京西路,2室1厅,59.16平米,南 ," 无电梯",中楼层(共7层),1990年建板楼,2016.09.11,130,21975,距4号线南艺·二师·草场门132米
鼓楼,北京西路76号,2室1厅,58平米,东 南 北 ," 无电梯",低楼层(共6层),1980年建板楼,2016.08.31,139,23966,距4号线南艺·二师·草场门319米
鼓楼,北京西路,4室3厅,89.7平米,南 北 ," 无电梯",高楼层(共6层),1990年建板楼,2016.08.29,307.5,34281,距4号线南艺·二师·草场门374米
鼓楼,北京西路,3室2厅,75.04平米,南 北 ," 无电梯",高楼层(共7层),1990年建板楼,2016.08.25,198,26386,距4号线云南路272米
鼓楼,北京西路,2室2厅,79.49平米,南 ," 无电梯",高楼层(共7层),1990年建板楼,2016.07.14,182,22896,距4号线南艺·二师·草场门187米
鼓楼,北京西路,3室2厅,60.83平米,南 ," 无电梯",高楼层(共7层),1990年建板楼,2016.07.03,179,29427,距1号线鼓楼271米
鼓楼,北京西路,2室1厅,59平米,南 ," 无电梯",中楼层(共7层),1990年建板楼,2016.05.31,162,27458,
鼓楼,北京西路76号,2室1厅,66.8平米,南 ," 无电梯",高楼层(共6层),1980年建板楼,2016.03.28,138.5,20734,距4号线南艺·二师·草场门408米
鼓楼,北京西路76号,2室1厅,58.55平米,南 ," 无电梯",低楼层(共7层),1980年建板楼,2016.03.08,117,19983,距4号线南艺·二师·草场门269米
鼓楼,北京西路76号,2室1厅,63平米,南 ," 无电梯",高楼层(共6层),1980年建板楼,2015.12.15,130,20635,
鼓楼,北京西路,2室1厅,56.5平米,南 ," 无电梯",低楼层(共7层),1990年建板楼,2015.12.14,97,17169,
鼓楼,北京西路79号,2室1厅,60平米,南 北 ," 无电梯",中楼层(共5层),1985年建板楼,2015.11.30,120,20000,距4号线南艺·二师·草场门279米
鼓楼,北京西路10号,2室1厅,67.37平米,南 ," 无电梯",高楼层(共6层),1990年建板楼,2015.11.22,124,18406,
鼓楼,北京西路76号,2室1厅,58.55平米,南 ," 无电梯",低楼层(共7层),1980年建板楼,2015.11.05,119,20325,
鼓楼,北京西路10号,2室1厅,54.05平米,东 南 ," 无电梯",高楼层(共6层),1990年建板楼,2015.10.06,95,17577,
鼓楼,北京西路79号,3室1厅,67.2平米,南 北 ," 无电梯",中楼层(共5层),1985年建板楼,2015.10.04,142,21131,距4号线南艺·二师·草场门354米
鼓楼,北京西路,3室1厅,93.25平米,南 北 ," 无电梯",中楼层(共5层),1990年建板楼,2015.08.28,230,24665,
建邺,湖西村,3室2厅,118.51平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2017.04.24,264.6,22328,距2号线集庆门大街1150米
建邺,湖西村,2室1厅,86.87平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2014.02.17,139.5,16059,
高淳,邮政世纪花园,2室2厅,74.91平米,南 北 ," 无电梯",低楼层(共7层),1999年建板塔结合,2013.06.10,229,30571,
高淳,邮政世纪花园,2室2厅,74.91平米,南 北 ," 无电梯",低楼层(共7层),1999年建板塔结合,2013.06.02,227,30304,
高淳,邮政世纪花园,3室2厅,75.77平米,南 北 ," 无电梯",高楼层(共6层),1999年建板塔结合,2013.04.21,242,31939,
高淳,邮政世纪花园,2室1厅,75.77平米,南 北 ," 无电梯",低楼层(共6层),1999年建板塔结合,2013.04.03,215,28376,
高淳,邮政世纪花园,2室1厅,75.91平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2013.03.18,218,28719,
高淳,邮政世纪花园,2室2厅,73.66平米,南 ," 无电梯",低楼层(共7层),2000年建板塔结合,2013.03.13,216,29324,
高淳,邮政世纪花园,4室2厅,118.75平米,南 北 ," 无电梯",高楼层(共6层),2004年建板塔结合,2013.03.10,268,22569,
高淳,邮政世纪花园,2室1厅,73.66平米,南 ," 无电梯",中楼层(共6层),2000年建板塔结合,2013.03.10,213,28917,
高淳,邮政世纪花园,3室2厅,97.68平米,南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2013.03.08,259,26516,
高淳,邮政世纪花园,2室2厅,73.87平米,南 北 ," 无电梯",低楼层(共7层),2000年建板塔结合,2013.03.02,208,28158,
高淳,邮政世纪花园,2室2厅,76.25平米,南 北 ," 无电梯",中楼层(共7层),2002年建板塔结合,2013.02.26,215,28197,
高淳,邮政世纪花园,2室1厅,76.25平米,南 ," 无电梯",低楼层(共7层),2002年建板塔结合,2013.02.23,202.5,26558,
高淳,邮政世纪花园,2室2厅,75.91平米,南 北 ," 无电梯",低楼层(共7层),2000年建板楼,2013.02.02,216,28455,
高淳,邮政世纪花园,2室2厅,92.11平米,南 北 ," 无电梯",高楼层(共6层),2003年建板塔结合,2012.12.18,221,23994,
高淳,邮政世纪花园,2室2厅,73.66平米,东 南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2012.12.11,189,25659,
高淳,邮政世纪花园,2室2厅,75.77平米,南 北 ," 无电梯",中楼层(共6层),1999年建板塔结合,2012.08.07,185,24416,
高淳,邮政世纪花园,3室1厅,93.48平米,南 北 ," 无电梯",低楼层(共6层),1999年建板塔结合,2012.07.28,210,22465,
高淳,邮政世纪花园,2室2厅,75.07平米,南 北 ," 无电梯",中楼层(共7层),1999年建板塔结合,2012.07.08,168.2,22406,
高淳,邮政世纪花园,3室2厅,95.6平米,南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2012.06.24,207,21653,
高淳,邮政世纪花园,3室2厅,88.52平米,南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2014.11.08,258,29146,
高淳,邮政世纪花园,2室1厅,75.77平米,南 ," 无电梯",低楼层(共6层),1999年建板塔结合,2014.11.03,229,30224,
高淳,邮政世纪花园,3室2厅,88.52平米,南 ," 无电梯",中楼层(共7层),1999年建板塔结合,2014.10.25,279,31519,
高淳,邮政世纪花园,2室1厅,75.77平米,南 ," 无电梯",中楼层(共6层),1999年建板塔结合,2014.10.12,228,30092,
高淳,邮政世纪花园,2室1厅,74.91平米,南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2014.09.27,210,28034,
高淳,邮政世纪花园,3室2厅,123.21平米,南 北 ," 无电梯",中楼层(共6层),2004年建板塔结合,2014.07.22,351,28488,
高淳,邮政世纪花园,3室2厅,75.77平米,南 北 ," 无电梯",高楼层(共6层),1999年建板塔结合,2014.07.14,257,33919,
高淳,邮政世纪花园,2室2厅,75.77平米,南 北 ," 无电梯",低楼层(共6层),1999年建板塔结合,2014.04.16,235,31015,
高淳,邮政世纪花园,2室2厅,76.31平米,南 ," 无电梯",中楼层(共7层),2002年建板塔结合,2014.03.27,246,32237,
高淳,邮政世纪花园,3室2厅,86.02平米,南 ," 无电梯",高楼层(共7层),2000年建板塔结合,2014.03.09,258,29994,
高淳,邮政世纪花园,2室2厅,75.94平米,南 北 ," 无电梯",高楼层(共7层),2000年建板塔结合,2013.12.31,227,29893,
高淳,邮政世纪花园,2室1厅,76.36平米,南 北 ," 无电梯",中楼层(共7层),2002年建板塔结合,2013.12.27,238,31169,
高淳,邮政世纪花园,2室2厅,76.31平米,南 北 ," 无电梯",低楼层(共7层),2002年建板塔结合,2013.11.26,235,30796,
高淳,邮政世纪花园,3室2厅,76.36平米,南 北 ," 无电梯",高楼层(共7层),2002年建板塔结合,2013.10.22,255,33395,
高淳,邮政世纪花园,2室2厅,73.66平米,南 北 ," 无电梯",低楼层(共6层),2000年建板塔结合,2013.09.28,235,31904,
高淳,邮政世纪花园,3室2厅,95.55平米,南 ," 无电梯",低楼层(共7层),1999年建板塔结合,2013.09.21,296.5,31031,
高淳,邮政世纪花园,2室1厅,75.77平米,南 北 ," 无电梯",低楼层(共6层),1999年建板塔结合,2013.09.20,246.5,32533,
高淳,邮政世纪花园,3室1厅,86.02平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2013.09.05,275,31970,
高淳,邮政世纪花园,2室2厅,75.07平米,东 南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2013.09.02,223,29706,
高淳,邮政世纪花园,2室2厅,75.91平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2013.08.14,231,30431,
高淳,邮政世纪花园,3室2厅,76.25平米,南 北 ," 无电梯",高楼层(共7层),2002年建板塔结合,2013.08.11,252,33050,
高淳,邮政世纪花园,2室1厅,75.07平米,南 北 ," 无电梯",中楼层(共7层),1999年建板塔结合,2013.08.07,241,32104,
高淳,邮政世纪花园,2室1厅,74.91平米,南 北 ," 无电梯",中楼层(共7层),1999年建板塔结合,2013.07.29,225,30037,
高淳,邮政世纪花园,3室2厅,96平米,南 北 ," 无电梯",低楼层(共7层),2000年建板塔结合,2013.07.23,283,29480,
高淳,邮政世纪花园,2室1厅,74.91平米,南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2013.07.13,220,29369,
高淳,邮政世纪花园,3室2厅,86.02平米,南 北 ," 无电梯",高楼层(共7层),2000年建板塔结合,2013.07.07,254.5,29587,
高淳,邮政世纪花园,3室2厅,74.91平米,南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2013.07.03,233,31104,
高淳,邮政世纪花园,3室2厅,89.25平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2013.07.01,268,30029,
高淳,邮政世纪花园,2室1厅,75.91平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2013.06.24,233,30695,
高淳,邮政世纪花园,3室2厅,95.83平米,南 北 ," 无电梯",低楼层(共7层),2000年建板塔结合,2013.06.23,260,27132,
高淳,邮政世纪花园,3室2厅,86.02平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2018.07.29,588.9,68456,
高淳,邮政世纪花园,2室2厅,73.66平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2018.07.14,530,71953,
高淳,邮政世纪花园,2室2厅,76.42平米,南 北 ," 无电梯",中楼层(共7层),2002年建板塔结合,2018.05.19,560,73280,
高淳,邮政世纪花园,2室1厅,75.77平米,南 北 ," 无电梯",低楼层(共6层),1999年建板塔结合,2018.03.06,486,64142,
高淳,邮政世纪花园,2室2厅,74.91平米,南 北 ," 无电梯",中楼层(共7层),1999年建板塔结合,2018.03.04,504.5,67348,
高淳,邮政世纪花园,2室1厅,75.94平米,南 北 ," 无电梯",高楼层(共7层),2000年建板塔结合,2017.12.26,471,62023,
高淳,邮政世纪花园,3室1厅,86.02平米,南 北 ," 无电梯",高楼层(共7层),2000年建板塔结合,2017.09.10,470,54639,
高淳,邮政世纪花园,3室2厅,119.49平米,南 北 ," 无电梯",中楼层(共6层),2003年建板塔结合,2017.07.23,592,49544,
高淳,邮政世纪花园,2室1厅,76.31平米,南 北 ," 无电梯",低楼层(共7层),2002年建板塔结合,2017.05.31,442,57922,
高淳,邮政世纪花园,3室2厅,112.2平米,东 南 北 ," 无电梯",中楼层(共7层),1999年建板塔结合,2017.01.15,499,44475,
高淳,邮政世纪花园,2室1厅,75.94平米,南 北 ," 无电梯",低楼层(共7层),2000年建板塔结合,2016.09.28,355,46748,
高淳,邮政世纪花园,2室2厅,76.25平米,南 北 ," 无电梯",中楼层(共7层),2002年建板塔结合,2016.09.13,364.2,47764,
高淳,邮政世纪花园,3室2厅,75.07平米,南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2016.06.11,335,44626,
高淳,邮政世纪花园,2室1厅,73.66平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2016.06.06,350,47516,
高淳,邮政世纪花园,3室2厅,88.52平米,南 北 ," 无电梯",中楼层(共7层),1999年建板塔结合,2016.04.07,376,42477,
高淳,邮政世纪花园,2室1厅,76.25平米,南 北 ," 无电梯",低楼层(共7层),2002年建板塔结合,2016.04.04,320,41968,
高淳,邮政世纪花园,2室1厅,75.07平米,西南 ," 无电梯",中楼层(共7层),1999年建板塔结合,2016.04.01,369,49155,
高淳,邮政世纪花园,2室2厅,75.77平米,南 北 ," 无电梯",低楼层(共6层),1999年建板塔结合,2016.03.13,324,42761,
高淳,邮政世纪花园,3室2厅,95平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2016.01.16,375,39474,
高淳,邮政世纪花园,4室2厅,88.52平米,南 北 ," 无电梯",高楼层(共7层),1999年建板塔结合,2015.12.06,300,33891,
高淳,邮政世纪花园,2室1厅,73.66平米,南 北 ," 无电梯",低楼层(共7层),2000年建板塔结合,2015.11.29,285,38692,
高淳,邮政世纪花园,3室2厅,95.83平米,南 北 ," 无电梯",中楼层(共7层),2000年建板塔结合,2015.11.18,330,34436,
高淳,邮政世纪花园,2室2厅,76.31平米,南 北 ," 无电梯",中楼层(共7层),2002年建板塔结合,2015.11.16,270,35382,
高淳,邮政世纪花园,2室1厅,73.87平米,南 北 ," 无电梯",高楼层(共7层),2000年建板塔结合,2015.11.07,282,38176,
高淳,邮政世纪花园,2室1厅,73.66平米,南 北 ," 无电梯",低楼层(共7层),2000年建板塔结合,2015.10.24,275,37334,
高淳,邮政世纪花园,2室1厅,75.94平米,南 ," 无电梯",低楼层(共7层),2000年建板塔结合,2015.10.07,270,35555,
高淳,邮政世纪花园,2室1厅,75.07平米,南 ," 无电梯",低楼层(共7层),1999年建板塔结合,2015.09.05,235,31305,
高淳,邮政世纪花园,3室2厅,88.33平米,南 北 ," 无电梯",低楼层(共7层),1999年建板塔结合,2015.09.03,283,32037,
高淳,邮政世纪花园,2室1厅,75.91平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2015.09.01,255,33593,
高淳,邮政世纪花园,2室2厅,74.91平米,南 北 ," 无电梯",低楼层(共7层),1999年建板塔结合,2015.08.25,243,32439,
雨花台,雨花新村二村,2室1厅,49.39平米,南 北 ," 无电梯",中楼层(共7层),1983年建板楼,2018.07.21,127,25714,
雨花台,雨花新村二村,2室1厅,46.15平米,南 ," 无电梯",中楼层(共7层),1983年建板楼,2017.07.07,118,25569,
雨花台,雨花新村二村,2室1厅,45.74平米,南 北 ," 无电梯",低楼层(共7层),1983年建板楼,2017.04.28,112,24487,距1号线中华门1181米
雨花台,雨花新村二村,2室1厅,58.89平米,南 北 ," 无电梯",中楼层(共7层),1983年建板楼,2017.04.07,150,25472,
雨花台,雨花新村二村,2室1厅,64.55平米,南 ," 无电梯",低楼层(共7层),1983年建板楼,2017.02.15,132,20450,
雨花台,雨花新村二村,2室1厅,47.56平米,南 ," 无电梯",中楼层(共7层),1983年建板楼,2016.12.26,99.3,20879,
雨花台,雨花新村二村,3室1厅,75.48平米,南 北 ," 无电梯",低楼层(共7层),1983年建板楼,2016.11.30,135,17886,
雨花台,雨花新村二村,2室1厅,62.22平米,南 北 ," 无电梯",高楼层(共6层),1983年建板楼,2016.09.26,112.8,18130,
雨花台,雨花新村二村,2室1厅,58.62平米,南 北 ," 无电梯",高楼层(共7层),1983年建板楼,2016.08.19,80,13648,距1号线中华门1063米
雨花台,雨花新村二村,2室1厅,64.55平米,南 北 ," 无电梯",低楼层(共6层),1983年建板楼,2016.07.09,112,17351,
雨花台,雨花新村二村,2室1厅,68.59平米,东南 南 北 ," 无电梯",中楼层(共7层),1983年建板楼,2016.06.27,104,15163,距1号线中华门1108米
雨花台,雨花新村二村,2室1厅,60.5平米,南 北 ," 无电梯",中楼层(共6层),1983年建板楼,2016.03.19,95,15703,
雨花台,雨花新村二村,2室1厅,62.21平米,南 ," 无电梯",中楼层(共7层),1983年建板楼,2016.01.17,94,15111,
雨花台,雨花新村二村,2室1厅,52.38平米,南 ," 无电梯",中楼层(共7层),1983年建板楼,2015.08.25,93,17755,
玄武,十字街小区,2室1厅,53.06平米,南 北 ," 有电梯",高楼层(共7层),1999年建板楼,2017.04.22,119,22428,距1号线迈皋桥1119米
玄武,十字街小区,2室1厅,63.67平米,南 北 ," 无电梯",高楼层(共7层),1999年建板楼,2016.09.04,113.5,17827,距1号线迈皋桥883米
玄武,十字街小区,2室1厅,64平米,南 北 ," 有电梯",高楼层(共7层),1999年建板楼,2016.06.07,99.6,15563,距1号线迈皋桥1135米
玄武,太平北路122号,2室1厅,75.83平米,南 北 ," 有电梯",高楼层(共22层),塔楼,2014.01.12,208,27430,距3号线浮桥465米
玄武,太平北路122号,1室1厅,54.65平米,南 ," 无电梯",中楼层(共6层),1984年建板楼,2013.10.20,116,21226,
玄武,太平北路122号,2室1厅,50.12平米,南 ," 无电梯",低楼层(共4层),板楼,2013.10.08,105,20950,距3号线浮桥347米
玄武,太平北路122号,1室1厅,55.58平米,南 北 ," 无电梯",高楼层(共6层),1984年建板楼,2013.09.11,105,18892,距3号线浮桥378米
玄武,太平北路122号,2室1厅,54.3平米,南 ," 无电梯",中楼层(共6层),1984年建板楼,2013.08.20,105,19338,距3号线浮桥248米
玄武,太平北路122号,1室1厅,42.75平米,南 北 ," 无电梯",中楼层(共4层),板楼,2012.08.10,69.5,16258,距3号线浮桥349米
玄武,太平北路122号,2室0厅,48.84平米,南 ," 无电梯",中楼层(共4层),1974年建板楼,近30天内成交,1**,下载APP查看成交>,
玄武,太平北路122号,1室1厅,42.75平米,南 ," 无电梯",中楼层(共4层),1974年建板楼,2018.06.15,150,35088,
玄武,太平北路122号,2室0厅,44.09平米,南 西 北 ," 无电梯",高楼层(共4层),1978年建板楼,2017.07.24,128.5,29145,
玄武,太平北路122号,4室0厅,50.13平米,南 ," 无电梯",低楼层(共4层),1974年建板楼,2017.07.06,160,31918,距3号线浮桥347米
玄武,太平北路122号,3室1厅,63.43平米,南 北 ," 无电梯",低楼层(共6层),1984年建板楼,2017.07.01,225,35473,
玄武,太平北路132号,1室1厅,46.7平米,南 ," 无电梯",低楼层(共6层),1976年建板楼,2017.04.05,112,23983,距3号线鸡鸣寺322米
玄武,太平北路138号,3室1厅,95.09平米,南 北 ," 无电梯",高楼层(共7层),1980年建板楼,2017.03.28,387,40699,
玄武,太平北路130号,3室0厅,72.93平米,南 北 ," 无电梯",中楼层(共6层),1981年建板楼,2017.03.10,212,29069,
玄武,太平北路35号,2室0厅,58.74平米,东 西 ," 无电梯",中楼层(共6层),板楼,2017.02.23,142.5,24260,距2号线大行宫144米
玄武,太平北路122号,2室1厅,61.5平米,南 ," 无电梯",高楼层(共4层),板楼,2017.02.16,195,31708,距3号线浮桥349米
玄武,太平北路138号,2室0厅,51.22平米,南 北 ," 无电梯",高楼层(共6层),1980年建板楼,2017.02.13,249,48614,距3号线鸡鸣寺121米
玄武,太平北路122号,3室1厅,74.51平米,南 ," 无电梯",高楼层(共6层),1984年建板楼,2017.02.05,238,31943,距3号线浮桥266米
玄武,太平北路122号,3室0厅,57.43平米,南 北 ," 无电梯",高楼层(共5层),1979年建板楼,2016.12.19,163.6,28487,
玄武,太平北路122号,2室0厅,48.84平米,南 ," 无电梯",中楼层(共5层),1971年建板楼,2016.09.30,125,25594,
玄武,太平北路122号,2室1厅,61.5平米,南 ," 无电梯",中楼层(共4层),板楼,2016.08.30,160,26017,距3号线浮桥348米
玄武,太平北路122号,2室1厅,44.09平米,南 ," 无电梯",低楼层(共4层),1978年建板楼,2016.08.12,113,25630,距3号线浮桥408米
玄武,太平北路122号,3室0厅,57.43平米,南 北 ," 无电梯",高楼层(共5层),1979年建板楼,2016.07.10,150,26119,
玄武,太平北路122号,1室1厅,43平米,南 ," 无电梯",中楼层(共4层),1974年建板楼,2016.04.17,95,22094,
玄武,太平北路132号,3室1厅,68.88平米,南 北 ," 无电梯",高楼层(共6层),1976年建板楼,2016.03.18,148,21487,
玄武,太平北路122号,2室0厅,44.7平米,南 ," 无电梯",中楼层(共4层),1978年建板楼,2016.03.04,99.5,22260,
玄武,太平北路122号,2室1厅,61.5平米,南 ," 无电梯",中楼层(共4层),板楼,2015.12.20,147,23903,
