region,name,style,area,orientation,elevator,floor,build_year,sign_time,total_price,unit_price,subway
江宁,托乐嘉单身公寓,1室0厅,44.79平米,南 ," 有电梯",高楼层(共11层),2005年建板楼,2016.03.14,67.5,15071,
江宁,托乐嘉单身公寓,1室1厅,68.9平米,南 ," 有电梯",中楼层(共11层),2003年建塔楼,2016.02.25,95,13789,
江宁,托乐嘉单身公寓,1室1厅,69.18平米,南 ," 有电梯",高楼层(共11层),2003年建塔楼,2016.02.22,95,13733,
江宁,托乐嘉单身公寓,1室1厅,45.9平米,西 ," 有电梯",中楼层(共11层),2005年建板楼,2016.01.20,63.5,13835,
江宁,托乐嘉单身公寓,1室1厅,67平米,东 南 ," 有电梯",中楼层(共11层),2003年建塔楼,2016.01.11,82,12239,
江宁,托乐嘉单身公寓,1室0厅,34.47平米,南 ," 有电梯",中楼层(共11层),塔楼,2015.09.18,52,15086,
江宁,托乐嘉单身公寓,1室1厅,42.5平米,南 ," 有电梯",低楼层(共11层),塔楼,2015.09.12,55.8,13130,
江宁,托乐嘉单身公寓,1室0厅,49.45平米,北 ," 有电梯",低楼层(共11层),塔楼,2015.08.26,60,12134,
江宁,托乐嘉单身公寓,1室0厅,34.48平米,北 ," 有电梯",中楼层(共11层),塔楼,2015.08.20,43.8,12704,
江宁,托乐嘉单身公寓,1室1厅,58.06平米,西北 ," 有电梯",高楼层(共11层),2003年建塔楼,近30天内成交,1**,下载APP查看成交>,
江宁,托乐嘉单身公寓,1室0厅,32.97平米,北 ," 有电梯",低楼层(共11层),2003年建塔楼,2018.07.23,76,23052,
江宁,托乐嘉单身公寓,1室1厅,36.36平米,东 北 ," 有电梯",中楼层(共11层),2003年建塔楼,2018.07.16,83,22828,
江宁,托乐嘉单身公寓,1室0厅,34.06平米,西 ," 有电梯",中楼层(共11层),2005年建板楼,2018.07.04,82.8,24311,
江宁,托乐嘉单身公寓,1室1厅,33.46平米,东 ," 有电梯",中楼层(共11层),2003年建塔楼,2018.06.20,83,24806,
江宁,托乐嘉单身公寓,1室0厅,32.4平米,西 ," 有电梯",高楼层(共11层),2003年建塔楼,2018.06.19,81.5,25155,
江宁,托乐嘉单身公寓,2室1厅,66.17平米,南 ," 有电梯",低楼层(共11层),2003年建塔楼,2018.06.19,175.5,26523,
江宁,托乐嘉单身公寓,1室0厅,33.48平米,东 ," 有电梯",中楼层(共11层),2003年建塔楼,2018.05.05,80,23895,
江宁,托乐嘉单身公寓,1室0厅,34.01平米,东 ," 有电梯",中楼层(共11层),2003年建塔楼,2018.03.18,82.2,24170,
江宁,托乐嘉单身公寓,2室1厅,70.27平米,南 ," 有电梯",高楼层(共11层),2003年建塔楼,2018.02.04,168,23908,
江宁,托乐嘉单身公寓,1室0厅,34.47平米,南 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.12.17,88,25530,
江宁,托乐嘉单身公寓,1室0厅,35.12平米,南 ," 有电梯",高楼层(共11层),2003年建塔楼,2017.12.15,86,24488,
江宁,托乐嘉单身公寓,1室0厅,34.82平米,西 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.12.05,80,22976,
江宁,托乐嘉单身公寓,1室1厅,37.6平米,南 西南 ," 有电梯",高楼层(共11层),2003年建塔楼,2017.11.28,79,21011,
江宁,托乐嘉单身公寓,1室0厅,34.47平米,西 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.10.29,81,23499,
江宁,托乐嘉单身公寓,1室1厅,69.7平米,南 ," 有电梯",高楼层(共11层),2005年建板楼,2017.10.24,155,22239,
江宁,托乐嘉单身公寓,1室0厅,34.65平米,北 ," 有电梯",高楼层(共11层),2003年建塔楼,2017.08.29,82.8,23897,
江宁,托乐嘉单身公寓,1室0厅,34.47平米,北 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.08.21,80.8,23441,
江宁,托乐嘉单身公寓,1室0厅,49.63平米,南 ," 有电梯",低楼层(共11层),2003年建塔楼,2017.07.23,118.5,23877,
江宁,托乐嘉单身公寓,1室1厅,52.15平米,西 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.06.24,120,23011,
江宁,托乐嘉单身公寓,1室1厅,37.54平米,西南 西 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.06.14,79.5,21178,
江宁,托乐嘉单身公寓,2室0厅,47.52平米,东南 西北 ," 有电梯",高楼层(共11层),2003年建塔楼,2017.06.13,122,25674,
江宁,托乐嘉单身公寓,1室1厅,37.73平米,南 ," 有电梯",高楼层(共11层),2003年建塔楼,2017.05.31,89.8,23801,
江宁,托乐嘉单身公寓,1室1厅,37.41平米,东南 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.05.24,85.6,22882,
江宁,托乐嘉单身公寓,1室0厅,49.45平米,南 ," 有电梯",低楼层(共11层),2003年建塔楼,2017.05.10,116,23459,
江宁,托乐嘉单身公寓,1室0厅,33.85平米,东 ," 有电梯",中楼层(共11层),2005年建板楼,2017.05.06,82,24225,
江宁,托乐嘉单身公寓,1室0厅,34.47平米,南 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.04.14,83.1,24106,
江宁,托乐嘉单身公寓,1室0厅,33.48平米,西 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.03.26,74.5,22253,
江宁,托乐嘉单身公寓,1室0厅,33.48平米,西 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.03.24,76,22701,
江宁,托乐嘉单身公寓,1室0厅,56.99平米,北 ," 有电梯",中楼层(共11层),2003年建塔楼,2017.03.22,117.8,20671,
栖霞,大发燕澜湾,7室3厅,222.23平米,南 北 ," 有电梯",高楼层(共11层),2013年建板楼,2016.06.30,420,18900,
栖霞,百水芊城阅水坊,1室1厅,41.98平米,南 北 ," 无电梯",低楼层(共6层),2008年建板塔结合,近30天内成交,6*,下载APP查看成交>,
栖霞,百水芊城阅水坊,2室1厅,63.22平米,南 北 ," 无电梯",中楼层(共6层),2008年建板塔结合,2018.05.28,148,23411,
栖霞,百水芊城阅水坊,1室1厅,48.16平米,南 北 ," 无电梯",低楼层(共6层),2008年建板塔结合,2018.04.16,104.7,21741,
栖霞,百水芊城阅水坊,1室1厅,49.27平米,南 北 ," 无电梯",中楼层(共6层),2007年建板塔结合,2018.04.16,103,20906,
栖霞,百水芊城阅水坊,1室1厅,42.06平米,南 ," 无电梯",低楼层(共6层),2004年建板塔结合,2018.04.11,92,21874,
栖霞,百水芊城阅水坊,1室1厅,42.06平米,南 ," 无电梯",低楼层(共6层),2008年建板塔结合,2018.03.06,89.5,21280,
栖霞,百水芊城阅水坊,3室2厅,82.82平米,南 ," 无电梯",高楼层(共6层),2008年建板塔结合,2017.12.10,175,21131,
栖霞,百水芊城阅水坊,1室1厅,42.25平米,西 ," 无电梯",低楼层(共6层),2008年建板塔结合,2017.11.11,85.6,20261,
栖霞,百水芊城阅水坊,2室1厅,63.23平米,南 北 ," 无电梯",低楼层(共6层),2008年建板塔结合,2017.09.03,138.9,21968,
栖霞,百水芊城阅水坊,2室1厅,63.31平米,南 北 ," 无电梯",中楼层(共6层),2008年建板塔结合,2017.08.24,146.2,23090,
栖霞,百水芊城阅水坊,2室1厅,63.18平米,南 北 ," 无电梯",中楼层(共6层),2008年建板塔结合,2017.06.23,137,21685,
栖霞,百水芊城阅水坊,2室1厅,63.43平米,南 ," 无电梯",中楼层(共6层),2008年建板塔结合,2017.04.28,137.5,21678,
栖霞,百水芊城阅水坊,3室2厅,103.98平米,南 北 ," 无电梯",低楼层(共6层),2008年建板塔结合,2017.04.12,209,20101,
栖霞,百水芊城阅水坊,2室1厅,63.31平米,南 北 ," 无电梯",中楼层(共6层),2008年建板塔结合,2017.02.19,136,21482,
栖霞,百水芊城阅水坊,2室2厅,63.78平米,南 北 ," 无电梯",高楼层(共6层),2007年建板塔结合,2016.10.18,148.9,23346,
栖霞,百水芊城阅水坊,2室1厅,64.5平米,南 ," 无电梯",低楼层(共6层),2008年建板塔结合,2016.09.03,122,18915,
栖霞,百水芊城阅水坊,2室1厅,63.39平米,南 北 ," 无电梯",中楼层(共6层),2008年建板塔结合,2016.08.16,115.6,18237,
栖霞,百水芊城阅水坊,2室1厅,63.3平米,南 北 ," 无电梯",低楼层(共6层),2008年建板塔结合,2016.06.27,109,17220,
栖霞,百水芊城阅水坊,2室1厅,64平米,南 北 ," 无电梯",高楼层(共6层),板塔结合,2016.03.14,86,13438,
栖霞,百水芊城阅水坊,2室1厅,63.39平米,南 北 ," 无电梯",高楼层(共6层),2008年建板塔结合,2016.03.13,91.5,14435,
栖霞,百水芊城阅水坊,2室1厅,63.3平米,南 北 ," 无电梯",中楼层(共6层),2008年建板塔结合,2016.02.27,89.5,14140,
栖霞,三味公寓,1室1厅,43.31平米,东 ," 有电梯",低楼层(共6层),2009年建板楼,2018.07.30,135,31171,
栖霞,三味公寓,2室1厅,68.54平米,东 西南 北 ," 有电梯",低楼层(共6层),2009年建板楼,2018.06.27,195,28451,
栖霞,三味公寓,2室1厅,68.48平米,南 北 ," 无电梯",高楼层(共6层),2009年建板楼,2017.12.28,208,30374,
栖霞,三味公寓,1室1厅,43.01平米,东 ," 无电梯",低楼层(共6层),2009年建板楼,2017.12.20,120,27901,
栖霞,三味公寓,1室1厅,43.01平米,东南 西北 ," 无电梯",低楼层(共6层),2009年建板楼,2017.09.03,118,27436,
栖霞,三味公寓,1室1厅,42.61平米,东 ," 无电梯",中楼层(共6层),2009年建板楼,2017.05.12,125,29336,
栖霞,三味公寓,1室1厅,43.01平米,东 ," 无电梯",低楼层(共6层),2009年建板楼,2017.03.20,130,30226,
栖霞,三味公寓,2室1厅,58.1平米,西 北 ," 无电梯",中楼层(共6层),2009年建板楼,2016.11.04,158,27195,
栖霞,花港幸福城芙蓉园,1室1厅,58.39平米,南 北 ," 有电梯",中楼层(共18层),2013年建板楼,2018.07.02,118.8,20346,
栖霞,花港幸福城芙蓉园,2室1厅,68.04平米,南 ," 有电梯",高楼层(共18层),2013年建板楼,2018.06.21,141,20724,
栖霞,花港幸福城芙蓉园,1室1厅,58.39平米,南 北 ," 有电梯",中楼层(共18层),2013年建板楼,2018.04.23,120,20552,
栖霞,花港幸福城芙蓉园,1室1厅,58.39平米,南 北 ," 有电梯",中楼层(共18层),2013年建板楼,2018.04.07,121,20723,
栖霞,花港幸福城芙蓉园,1室1厅,58平米,南 北 ," 有电梯",高楼层(共18层),2013年建板楼,2018.03.15,130,22414,
栖霞,花港幸福城芙蓉园,2室1厅,68.16平米,南 北 ," 有电梯",中楼层(共17层),2013年建板楼,2018.03.12,154.8,22712,
栖霞,花港幸福城芙蓉园,1室1厅,58.38平米,南 ," 有电梯",低楼层(共18层),2013年建板楼,2017.05.20,112,19185,
栖霞,花港幸福城芙蓉园,2室1厅,68.04平米,南 北 ," 有电梯",高楼层(共18层),2013年建板楼,2017.05.03,139.7,20533,
栖霞,花港幸福城芙蓉园,2室2厅,68.16平米,南 北 ," 有电梯",高楼层(共18层),2013年建板楼,2017.04.11,139.5,20467,
栖霞,花港幸福城芙蓉园,1室1厅,58.39平米,南 北 ," 有电梯",中楼层(共18层),2013年建板楼,2017.02.20,114,19524,
栖霞,花港幸福城芙蓉园,1室1厅,58.39平米,南 ," 有电梯",高楼层(共18层),2013年建板楼,2017.01.06,103.5,17726,
栖霞,花港幸福城芙蓉园,1室1厅,58.39平米,南 北 ," 有电梯",低楼层(共18层),2013年建板楼,2016.12.07,87,14900,
栖霞,兴贤佳园,2室1厅,55.3平米,南 北 ," 无电梯",中楼层(共6层),2002年建板楼,2018.03.04,140,25317,
栖霞,兴贤佳园,2室1厅,55.32平米,南 ," 无电梯",中楼层(共6层),2002年建板楼,2017.12.06,124,22416,
栖霞,兴贤佳园,2室1厅,70.17平米,南 北 ," 无电梯",中楼层(共6层),2002年建板楼,2017.10.11,156,22232,
栖霞,兴贤佳园,2室2厅,55.59平米,南 ," 无电梯",高楼层(共6层),2002年建板楼,2017.06.13,131,23566,
栖霞,兴贤佳园,2室1厅,55.47平米,南 ," 无电梯",低楼层(共6层),2003年建板楼,2017.03.23,121,21814,
栖霞,兴贤佳园,2室2厅,55.05平米,南 北 ," 无电梯",高楼层(共6层),2003年建板楼,2017.03.15,119,21617,
栖霞,兴贤佳园,3室1厅,86.63平米,南 北 ," 无电梯",高楼层(共6层),2002年建板楼,2016.09.27,168,19393,
栖霞,兴贤佳园,2室1厅,55.59平米,南 北 ," 无电梯",低楼层(共6层),2002年建板楼,2016.09.23,106.5,19159,
栖霞,兴贤佳园,2室1厅,70.4平米,南 ," 无电梯",中楼层(共6层),2002年建板楼,2016.06.17,126,17898,
栖霞,兴贤佳园,2室1厅,55.32平米,南 北 ," 无电梯",中楼层(共6层),2002年建板楼,2016.02.25,80,14462,
栖霞,泰格公寓,1室1厅,35.96平米,东 ," 有电梯",中楼层(共9层),2010年建塔楼,2017.10.25,65,18076,
栖霞,泰格公寓,1室0厅,36.75平米,南 ," 有电梯",高楼层(共9层),2010年建塔楼,2017.08.28,70,19048,
栖霞,泰格公寓,1室1厅,40平米,东南 ," 有电梯",中楼层(共9层),2010年建塔楼,2017.04.02,65,16250,
栖霞,泰格公寓,1室0厅,39.3平米,南 ," 有电梯",高楼层(共9层),2010年建塔楼,2017.04.02,64,16285,
栖霞,泰格公寓,1室1厅,40.8平米,北 ," 有电梯",高楼层(共9层),2010年建塔楼,2017.01.23,62,15197,
栖霞,泰格公寓,1室0厅,39平米,南 ," 有电梯",高楼层(共9层),2010年建塔楼,2016.04.18,61.5,15770,
栖霞,泰格公寓,1室1厅,36.75平米,南 ," 有电梯",高楼层(共9层),2010年建塔楼,2016.02.14,63,17143,距2号线马群1米
栖霞,玲珑翠谷,3室2厅,96.83平米,南 北 ," 有电梯",低楼层(共6层),2012年建板楼,2018.07.16,280,28917,
栖霞,玲珑翠谷,4室1厅,130.56平米,南 北 ," 有电梯",低楼层(共6层),2012年建板楼,2018.04.20,415,31787,
栖霞,玲珑翠谷,2室2厅,96.25平米,南 北 ," 有电梯",中楼层(共6层),2012年建板楼,2018.04.09,291,30234,
栖霞,玲珑翠谷,3室2厅,96.59平米,南 北 ," 有电梯",低楼层(共6层),2012年建板楼,2018.01.25,285,29507,
栖霞,玲珑翠谷,3室2厅,88.65平米,南 北 ," 无电梯",中楼层(共4层),2012年建板楼,2017.07.20,239,26960,
栖霞,林景瑞园,2室2厅,95.09平米,南 北 ," 有电梯",低楼层(共11层),2006年建板楼,2018.02.07,279.7,29415,
栖霞,林景瑞园,3室2厅,115平米,南 北 ," 有电梯",中楼层(共11层),2006年建板塔结合,2016.09.28,325,28261,
栖霞,招商紫金山1号,4室2厅,195.81平米,南 北 ," 有电梯",中楼层(共10层),2013年建板楼,2017.03.06,635.5,32455,距2号线马群1米
栖霞,招商紫金山1号,4室2厅,311.3平米,南 ," 有电梯",高楼层(共10层),2013年建板楼,2016.08.28,610,19596,距2号线马群12米
栖霞,长营村,2室1厅,69.61平米,南 北 ," 有电梯",高楼层(共7层),1998年建板塔结合,2018.06.11,159.8,22957,距1号线迈皋桥812米
栖霞,长营村,2室1厅,66.81平米,南 ," 有电梯",低楼层(共7层),1998年建板塔结合,2018.04.10,160.8,24069,距1号线迈皋桥698米
栖霞,长营村,2室1厅,66.81平米,南 北 ," 有电梯",中楼层(共7层),1998年建板塔结合,2018.04.07,160,23949,距1号线迈皋桥698米
栖霞,长营村,2室1厅,43.9平米,南 北 ," 无电梯",中楼层(共6层),1998年建板塔结合,2018.03.04,120,27335,
栖霞,长营村,2室1厅,56.74平米,南 北 ," 无电梯",中楼层(共6层),1998年建板塔结合,2018.01.21,145.5,25644,距1号线迈皋桥567米
栖霞,长营村,2室1厅,44.62平米,南 东北 ," 无电梯",高楼层(共6层),1998年建板塔结合,2017.08.26,105,23533,距1号线迈皋桥588米
栖霞,长营村,2室1厅,45.24平米,南 ," 无电梯",低楼层(共6层),1998年建板塔结合,2017.07.06,102,22547,距1号线迈皋桥841米
栖霞,长营村,2室1厅,58.33平米,南 ," 无电梯",低楼层(共6层),1998年建板塔结合,2016.10.23,118,20230,距1号线迈皋桥840米
栖霞,长营村,2室1厅,66.63平米,东南 西北 ," 有电梯",中楼层(共7层),1998年建板塔结合,2016.09.24,128,19211,距1号线迈皋桥696米
栖霞,长营村,2室1厅,69.61平米,南 ," 有电梯",高楼层(共7层),1998年建板塔结合,2016.01.16,90,12930,
栖霞,南湾营润康苑,2室1厅,65.06平米,南 北 ," 无电梯",低楼层(共6层),2006年建板楼,2018.04.13,160.5,24670,
栖霞,南湾营润康苑,2室1厅,65.06平米,南 北 ," 无电梯",低楼层(共6层),2006年建板楼,2018.03.31,156.3,24024,
栖霞,南湾营润康苑,2室1厅,65.25平米,南 ," 无电梯",中楼层(共6层),2004年建板楼,2018.03.06,155.8,23870,
栖霞,南湾营润康苑,2室1厅,65平米,南 ," 有电梯",高楼层(共11层),2004年建板楼,2017.09.12,148,22770,
栖霞,南湾营润康苑,2室1厅,65.46平米,南 ," 有电梯",中楼层(共11层),2004年建板楼,2017.08.17,145,22151,
栖霞,南湾营润康苑,2室1厅,65.06平米,南 北 ," 无电梯",中楼层(共6层),2006年建板楼,2017.05.14,155,23825,
栖霞,南湾营润康苑,3室1厅,84.43平米,南 北 ," 无电梯",中楼层(共6层),2004年建板楼,2016.11.25,171,20254,
栖霞,南湾营润康苑,2室1厅,65.25平米,南 北 ," 无电梯",高楼层(共6层),2004年建板楼,2016.09.24,126,19311,
栖霞,南湾营润康苑,2室1厅,65.4平米,南 北 ," 有电梯",高楼层(共11层),2004年建板楼,2016.09.07,132,20184,
栖霞,南湾营润康苑,3室2厅,85.32平米,南 北 ," 无电梯",高楼层(共6层),2004年建板楼,2016.08.29,158,18519,
栖霞,南湾营润康苑,3室1厅,84.41平米,南 北 ," 无电梯",高楼层(共6层),2004年建板楼,2016.08.15,134.5,15935,
栖霞,南湾营润康苑,2室2厅,85.34平米,南 ," 无电梯",中楼层(共6层),2004年建板楼,2016.07.22,146,17109,
栖霞,南湾营润康苑,3室1厅,85.38平米,南 北 ," 无电梯",低楼层(共6层),2004年建板楼,2016.07.05,128,14992,
栖霞,南湾营润康苑,3室2厅,85.7平米,南 北 ," 无电梯",高楼层(共6层),2004年建板楼,2016.06.26,144.8,16897,
栖霞,南湾营润康苑,3室1厅,85平米,南 北 ," 无电梯",中楼层(共6层),2004年建板楼,2016.06.05,135,15883,
栖霞,南湾营润康苑,2室1厅,65平米,南 ," 有电梯",高楼层(共11层),2004年建板楼,2016.05.09,91,14000,
栖霞,南湾营润康苑,3室1厅,85平米,南 ," 无电梯",高楼层(共6层),2004年建板楼,2016.04.01,115,13530,
栖霞,南湾营润康苑,2室1厅,65平米,南 ," 有电梯",中楼层(共11层),2004年建板楼,2016.01.02,82,12616,
栖霞,百水芊城上水坊,1室1厅,41.06平米,南 ," 无电梯",高楼层(共6层),2007年建板楼,2018.07.29,117,28495,
栖霞,百水芊城上水坊,1室1厅,40.61平米,南 北 ," 无电梯",低楼层(共6层),2007年建板楼,2018.06.21,93.5,23024,
栖霞,百水芊城上水坊,2室1厅,48.7平米,南 ," 无电梯",高楼层(共6层),2007年建板楼,2018.03.21,113,23204,
栖霞,百水芊城上水坊,1室1厅,47.93平米,南 北 ," 无电梯",中楼层(共6层),2007年建板楼,2018.03.06,105.5,22012,
栖霞,百水芊城上水坊,2室1厅,65.83平米,南 北 ," 无电梯",中楼层(共6层),2007年建板楼,2017.12.25,150,22786,
栖霞,百水芊城上水坊,1室1厅,47.93平米,南 北 ," 无电梯",低楼层(共6层),2007年建板楼,2017.10.16,102,21282,
栖霞,百水芊城上水坊,2室1厅,65.83平米,南 北 ," 无电梯",中楼层(共6层),2007年建板楼,2017.06.28,148,22483,
栖霞,百水芊城上水坊,2室1厅,64.95平米,南 北 ," 无电梯",低楼层(共6层),2007年建板楼,2017.04.18,145,22325,
栖霞,百水芊城上水坊,1室1厅,41.1平米,南 ," 无电梯",中楼层(共6层),2007年建板楼,2017.03.29,78.5,19100,
栖霞,百水芊城上水坊,1室1厅,40.81平米,南 ," 无电梯",高楼层(共6层),2007年建板楼,2016.12.25,81.5,19971,
栖霞,百水芊城上水坊,2室1厅,65.91平米,南 北 ," 无电梯",高楼层(共6层),2007年建板楼,2016.08.28,130,19724,
栖霞,百水芊城上水坊,1室1厅,47.35平米,东 南 ," 无电梯",中楼层(共6层),2007年建板楼,2016.07.26,74,15629,
栖霞,百水芊城上水坊,1室1厅,47.93平米,南 北 ," 无电梯",低楼层(共6层),2007年建板楼,2016.06.30,74,15440,
栖霞,百水芊城上水坊,4室2厅,109.28平米,南 北 ," 无电梯",高楼层(共6层),2007年建板楼,2016.06.29,150,13727,
栖霞,百水芊城上水坊,2室1厅,66平米,南 北 ," 无电梯",低楼层(共6层),2007年建板楼,2016.06.01,115,17425,
栖霞,百水芊城上水坊,2室1厅,63.09平米,南 北 ," 无电梯",高楼层(共6层),2007年建板楼,2016.05.31,96,15217,
栖霞,百水芊城上水坊,2室1厅,65.83平米,南 北 ," 无电梯",中楼层(共6层),2007年建板楼,2016.04.19,93.8,14249,
栖霞,百水芊城上水坊,4室2厅,110.23平米,南 北 ," 无电梯",低楼层(共6层),2007年建板楼,2016.04.06,148,13427,
栖霞,百水芊城上水坊,1室1厅,47.35平米,南 ," 无电梯",高楼层(共6层),2007年建板楼,2015.12.25,60.5,12778,
栖霞,百水芊城上水坊,2室1厅,66.04平米,南 ," 无电梯",高楼层(共6层),2007年建板楼,2015.06.23,80.9,12251,
栖霞,兴贤佳园尚贤苑,2室1厅,64.31平米,南 北 ," 有电梯",高楼层(共18层),2004年建板楼,近30天内成交,1**,下载APP查看成交>,
栖霞,兴贤佳园尚贤苑,1室1厅,44.57平米,南 北 ," 无电梯",中楼层(共6层),2004年建板楼,2018.06.27,114,25578,
栖霞,兴贤佳园尚贤苑,2室1厅,68.93平米,南 北 ," 无电梯",中楼层(共6层),2004年建板楼,2018.05.18,164.5,23865,
栖霞,兴贤佳园尚贤苑,3室1厅,82.34平米,南 北 ," 无电梯",低楼层(共6层),2004年建板楼,2018.04.18,210,25505,
栖霞,兴贤佳园尚贤苑,2室1厅,55.92平米,南 ," 无电梯",中楼层(共6层),2004年建板楼,2018.03.21,156,27897,
栖霞,兴贤佳园尚贤苑,2室1厅,64.71平米,南 ," 有电梯",高楼层(共11层),2004年建板楼,2017.08.13,155,23954,
栖霞,兴贤佳园尚贤苑,2室1厅,66.91平米,南 北 ," 无电梯",低楼层(共6层),2004年建板楼,2016.12.18,158,23614,
栖霞,兴贤佳园尚贤苑,2室1厅,64.79平米,南 北 ," 有电梯",低楼层(共18层),2004年建板楼,2016.12.04,151,23307,
栖霞,望燕名居,2室1厅,58.38平米,南 北 ," 无电梯",中楼层(共6层),2004年建板楼,2018.05.09,131,22440,
栖霞,望燕名居,2室1厅,65.39平米,南 北 ," 有电梯",低楼层(共11层),2004年建塔楼,2018.04.29,162.5,24851,
栖霞,望燕名居,2室1厅,65.58平米,南 北 ," 有电梯",低楼层(共11层),2004年建塔楼,2018.01.13,157.4,23996,
栖霞,望燕名居,5室2厅,185.04平米,南 北 ," 无电梯",高楼层(共6层),2004年建板楼,2017.04.07,277,14970,
栖霞,望燕名居,2室1厅,64.82平米,南 ," 无电梯",高楼层(共6层),2004年建板楼,2016.12.22,152.5,23527,
栖霞,望燕名居,4室2厅,160.8平米,南 北 ," 无电梯",高楼层(共6层),2004年建板楼,2016.09.27,208,12936,
栖霞,百水芊城秀水坊,1室1厅,48.66平米,南 北 ," 无电梯",中楼层(共5层),2007年建板楼,2018.05.23,81,16647,
栖霞,百水芊城秀水坊,1室1厅,48.65平米,东 南 北 ," 无电梯",中楼层(共5层),2007年建板楼,2018.05.11,111.2,22858,
栖霞,百水芊城秀水坊,1室1厅,42平米,南 ," 无电梯",中楼层(共6层),2004年建板楼,2017.11.27,95,22620,
栖霞,百水芊城秀水坊,1室1厅,42.36平米,南 北 ," 无电梯",中楼层(共5层),2007年建板楼,2017.04.19,90,21247,
栖霞,百水芊城秀水坊,1室1厅,48.91平米,南 北 ," 无电梯",中楼层(共6层),2004年建板楼,2017.03.26,97,19833,
栖霞,百水芊城秀水坊,3室1厅,91.28平米,南 北 ," 无电梯",中楼层(共6层),2005年建板楼,2017.02.23,178,19501,
栖霞,百水芊城秀水坊,2室1厅,65平米,南 北 ," 无电梯",中楼层(共5层),2005年建板楼,2017.02.12,133,20462,
栖霞,百水芊城秀水坊,2室1厅,63.86平米,南 北 ," 无电梯",中楼层(共5层),2007年建板楼,2016.09.10,125.8,19700,
栖霞,百水芊城秀水坊,3室1厅,91.2平米,南 北 ," 无电梯",中楼层(共6层),2007年建板楼,2016.06.27,145,15900,
栖霞,百水芊城秀水坊,2室2厅,89.07平米,南 北 ," 无电梯",低楼层(共6层),2005年建板楼,2016.05.27,129,14483,
栖霞,百水芊城秀水坊,1室1厅,48.91平米,南 北 ," 无电梯",高楼层(共6层),2004年建板楼,2016.04.23,64.5,13188,
栖霞,百水芊城秀水坊,3室1厅,85平米,南 北 ," 无电梯",中楼层(共6层),2005年建板楼,2016.03.29,122,14353,
栖霞,方园兰庭,3室1厅,75.08平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2017.03.05,175,23309,
栖霞,方园兰庭,3室1厅,75.87平米,南 北 ," 无电梯",低楼层(共7层),2000年建板塔结合,2017.01.14,175,23066,
栖霞,方园兰庭,2室2厅,89.97平米,南 北 ," 无电梯",低楼层(共4层),2002年建板楼,2016.07.29,202,22452,
栖霞,方园兰庭,3室2厅,114.3平米,南 北 ," 无电梯",低楼层(共3层),2002年建板楼,2016.07.19,231,20210,
栖霞,方园兰庭,2室2厅,90.25平米,南 北 ," 无电梯",中楼层(共6层),2003年建板楼,2016.03.27,163,18061,
栖霞,朗诗钟山绿郡,2室2厅,86平米,南 北 ," 有电梯",中楼层(共6层),2012年建板楼,2016.11.18,365,42442,距2号线仙鹤门328米
栖霞,中电颐和府邸,2室2厅,90.98平米,南 ," 有电梯",高楼层(共29层),2017年建板楼,2018.06.17,312,34294,距1号线迈皋桥732米
栖霞,中电颐和府邸,3室2厅,103.69平米,南 北 ," 无电梯",中楼层(共25层),2017年建塔楼,2018.06.03,335,32308,距1号线迈皋桥985米
栖霞,中电颐和府邸,2室1厅,91平米,南 ,无,中楼层(共29层),2017年建板楼,2018.05.29,300,32968,距1号线迈皋桥543米
栖霞,中电颐和府邸,2室2厅,91.35平米,南 北 ,无,中楼层(共29层),暂无数据,2018.03.23,300,32841,
栖霞,中电颐和府邸,2室2厅,91.06平米,南 北 ,无,高楼层(共25层),暂无数据,2018.02.27,302.6,33231,距1号线迈皋桥884米
栖霞,仙踪林苑,3室1厅,91平米,南 北 ," 有电梯",高楼层(共11层),2012年建板楼,2018.07.01,340,37363,距1号线迈皋桥851米
栖霞,仙踪林苑,3室1厅,90.15平米,南 北 ," 有电梯",中楼层(共10层),2012年建板楼,2018.05.26,320,35497,距1号线迈皋桥1020米
栖霞,仙踪林苑,3室2厅,107.81平米,南 北 ," 有电梯",高楼层(共9层),2012年建板楼,2018.05.23,380,35248,距1号线迈皋桥955米
栖霞,仙踪林苑,3室2厅,90.55平米,南 北 ," 有电梯",中楼层(共11层),2012年建板楼,2017.03.26,308,34015,
栖霞,仙踪林苑,2室1厅,90.55平米,南 北 ," 有电梯",低楼层(共11层),2012年建板楼,2015.11.17,210,23192,距1号线迈皋桥1053米
栖霞,幕府山庄,2室1厅,51.26平米,南 ," 无电梯",中楼层(共6层),2001年建板楼,近30天内成交,1**,下载APP查看成交>,
栖霞,幕府山庄,2室1厅,59.86平米,南 西 北 ," 无电梯",中楼层(共6层),2001年建板楼,2018.08.08,156,26061,
